icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
437,121060,KAs,K,51,"Steephen JE, Manchanda R",Differences in biophysical properties of nucleus accumbens medium spiny neurons emerging from inactivation of inward rectifying potassium currents.,2009,19488844,19
446,121253,fastK,K,52,"Bellinger SC, Miyazawa G, Steinmetz PN",Submyelin potassium accumulation may functionally block subsets of local axons during deep brain stimulation: a modeling study.,2008,18566505,39
454,121259,hd,IH,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
456,121259,kap,K,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
457,121259,kap2,K,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
458,121259,kdr,K,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
459,121259,kdr2,K,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
460,121259,nax,Na,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
461,121259,nax2,Na,53,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,2009,19211875,48
463,122329,cap_gp,Ca,54,"Deister CA, Chan CS, Surmeier DJ, Wilson CJ",Calcium-activated SK channels influence voltage-gated ion channels to determine the precision of firing in globus pallidus neurons.,2009,19571136,51
467,122329,kv1_gp,K,54,"Deister CA, Chan CS, Surmeier DJ, Wilson CJ",Calcium-activated SK channels influence voltage-gated ion channels to determine the precision of firing in globus pallidus neurons.,2009,19571136,51
478,123453,HCN,IH,55,"Akemann W, Lundby A, Mutoh H, Knopfel T",Effect of voltage sensitive fluorescent proteins on neuronal excitability.,2009,19450468,48
480,123453,Kv1,K,55,"Akemann W, Lundby A, Mutoh H, Knopfel T",Effect of voltage sensitive fluorescent proteins on neuronal excitability.,2009,19450468,48
481,123453,Kv3,K,55,"Akemann W, Lundby A, Mutoh H, Knopfel T",Effect of voltage sensitive fluorescent proteins on neuronal excitability.,2009,19450468,48
482,123453,Kv4,K,55,"Akemann W, Lundby A, Mutoh H, Knopfel T",Effect of voltage sensitive fluorescent proteins on neuronal excitability.,2009,19450468,48
487,123623,hh2,K,56,"Pospischil M, Toledo-Rodriguez M, Monier C, Piwkowska Z, Bal T, Fregnac Y, Markram H, Destexhe A",Minimal Hodgkin-Huxley type models for different classes of cortical and thalamic neurons.,2008,19011929,126
488,123623,ical,Ca,56,"Pospischil M, Toledo-Rodriguez M, Monier C, Piwkowska Z, Bal T, Fregnac Y, Markram H, Destexhe A",Minimal Hodgkin-Huxley type models for different classes of cortical and thalamic neurons.,2008,19011929,126
490,123623,it,Ca,56,"Pospischil M, Toledo-Rodriguez M, Monier C, Piwkowska Z, Bal T, Fregnac Y, Markram H, Destexhe A",Minimal Hodgkin-Huxley type models for different classes of cortical and thalamic neurons.,2008,19011929,126
494,123815,Ih,IH,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
498,123815,lca,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
503,123815,borgka,K,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
507,123815,cal,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
508,123815,calH,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
509,123815,car,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
510,123815,cat,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
513,123815,h,IH,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
514,123815,hNa,IH,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
518,123815,kad,K,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
519,123815,kap,K,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
520,123815,mykca,KCa,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
521,123815,km,K,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
526,123815,somacar,Ca,57,"Cutsuridis V, Cobb S, Graham BP",Encoding and retrieval in a model of the hippocampal CA1 microcircuit.,2010,19489002,100
527,123897,ca,Ca,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
531,123897,km,K,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
532,123897,kv,K,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
533,123897,na,Na,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
534,123897,na12,Na,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
535,123897,na16,Na,58,"Hu W, Tian C, Li T, Yang M, Hou H, Shu Y",Distinct contributions of Na(v)1.6 and Na(v)1.2 in action potential initiation and backpropagation.,2009,19633666,243
543,123927,KCT,KCa,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
544,123927,KM,K,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
546,123927,napIn,Na,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
547,123927,hd,IH,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
548,123927,kaG,K,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
549,123927,kdrG,K,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
551,123927,kslow,K,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
553,123927,naxMig,Na,59,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,2010,20628201,61
554,124043,Kdr,K,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
555,124043,sca,Ca,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
559,124043,hd,IH,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
561,124043,hh3,K,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
562,124043,ih,IH,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
563,124043,it2,Ca,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
564,124043,kap,K,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
566,124043,kdf,K,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
568,124043,km,K,60,"Larkum ME, Nevian T, Sandler M, Polsky A, Schiller J",Synaptic integration in tuft dendrites of layer 5 pyramidal neurons: a new unifying principle.,2009,19661433,313
569,124063,HHk,K,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
570,124063,HHna,Na,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
571,124063,Ca,Ca,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
573,124063,IA,K,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
574,124063,IKv,K,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
575,124063,ih,IH,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
577,124063,Kv_cone,K,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
578,124063,h_cone,IH,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
585,124063,Kx,K,61,"Stehle G, Buss J, Eibach J, Plugge T, Lasserre JJ, Kehry I, Heene DL",Cardiogenic shock associated with verapamil in a patient with liver cirrhosis.,1990,1977063,8
591,124291,fna,Na,62,"Ferrante M, Migliore M, Ascoli GA",Feed-forward inhibition as a buffer of the neuronal input-output relation.,2009,19815518,48
593,124291,kap,K,62,"Ferrante M, Migliore M, Ascoli GA",Feed-forward inhibition as a buffer of the neuronal input-output relation.,2009,19815518,48
594,124291,kdr,K,62,"Ferrante M, Migliore M, Ascoli GA",Feed-forward inhibition as a buffer of the neuronal input-output relation.,2009,19815518,48
600,124394,hh3,K,63,"Nevian T, Larkum ME, Polsky A, Schiller J",Properties of basal dendrites of layer 5 pyramidal neurons: a direct patch-clamp recording study.,2007,17206140,237
602,124513,cagk,KCa,67,"Morgan RJ, Santhakumar V, Soltesz I",Modeling the dentate gyrus.,2007,17765743,27
604,124513,lca,Ca,67,"Morgan RJ, Santhakumar V, Soltesz I",Modeling the dentate gyrus.,2007,17765743,27
605,124513,borgka,K,67,"Morgan RJ, Santhakumar V, Soltesz I",Modeling the dentate gyrus.,2007,17765743,27
613,124513,cat,Ca,67,"Morgan RJ, Santhakumar V, Soltesz I",Modeling the dentate gyrus.,2007,17765743,27
621,125152,KCT,KCa,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
622,125152,KM,K,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
624,125152,napIn,Na,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
625,125152,hd,IH,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
626,125152,kaG,K,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
627,125152,kdrG,K,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
629,125152,kslow,K,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
631,125152,naxMig,Na,68,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,2010,20573896,44
664,125857,kc,KCa,399,Lee J,Fast Rhythmic Bursting Cells: The Horizontal Fiber System in the Cat's Primary Visual Cortex,2007,None,0
665,125857,kdr,K,399,Lee J,Fast Rhythmic Bursting Cells: The Horizontal Fiber System in the Cat's Primary Visual Cortex,2007,None,0
667,125857,naf,Na,399,Lee J,Fast Rhythmic Bursting Cells: The Horizontal Fiber System in the Cat's Primary Visual Cortex,2007,None,0
